name,genre,rating,country,score,company,writer,director,hit rate
Oh Heavenly Dog,-0.2824206,-0.418807081,0.620879471,-0.360205084,-0.039896069,-0.04046094,-0.035949609,1.036011167
The Octagon,-0.320349722,2.325789922,0.620879471,-0.255405697,-0.034007136,-0.009625492,-0.023519901,4.74275
The Last Flight of Noah's Ark,-0.309665462,-0.127165229,0.620879471,-0.310887725,-0.039526233,-0.033877155,-0.033295698,1.833333333
Willie & Phil,-0.2824206,2.325789922,0.620879471,-0.320751197,-0.033495055,-0.042461077,-0.034437888,0.8
Phobia,-0.278146896,2.325789922,0.10786627,-0.418152981,-0.042826312,-0.043461145,-0.036923829,0.011601373
Indiana Jones and the Raiders of the Lost Ark,-0.320349722,-0.418807081,0.620879471,0.552166054,-0.031332934,0.033794153,-0.010855037,21.66255394
An American Werewolf in London,-0.2824206,2.325789922,-0.210621479,-0.116084158,-0.034120932,-0.032293713,-0.031078507,3.0669378
Escape from New York,-0.320349722,2.325789922,0.620879471,-0.114851224,-0.006354752,0.023960145,-0.02916366,4.207437667
The Evil Dead,3.623744767,-0.651127171,0.620879471,-0.116084158,-0.029967384,-0.019792856,-0.029969912,8.447514286
Porky's,-0.2824206,2.325789922,0.10786627,-0.27513264,0.027869341,0.145885173,-0.013979261,44.5158692
Blow Out,-0.351868288,2.325789922,0.620879471,-0.031011714,-0.034917502,-0.036293987,-0.033698824,0.666666667
Clash of the Titans,-0.320349722,-0.418807081,-0.210621479,0.086117013,-0.035059747,-0.026293301,-0.030238662,2.739488533
Excalibur,-0.309665462,2.325789922,-0.210621479,-0.031011714,-0.02900012,-0.022626383,-0.035378514,3.179194182
Mad Max 2,-0.320349722,2.325789922,0.002975095,0.126803834,-0.033580401,-0.01504253,-0.02960038,7.889456333
Stripes,-0.2824206,2.325789922,0.620879471,0.086117013,-0.032357096,-0.007958711,-0.022243336,8.5297
The Cannonball Run,-0.320349722,-0.418807081,0.620879471,-0.27513264,-0.029967384,-0.026543319,-0.033060542,4.009976611
Thief,-0.320349722,2.325789922,0.620879471,-0.031011714,-0.036908929,-0.03171034,-0.0343707,2.089620909
Time Bandits,-0.309665462,-0.418807081,-0.210621479,-0.156770979,-0.034604564,0.021459974,-0.032422259,8.473605
Friday the 13th Part 2,3.623744767,2.325789922,0.620879471,-0.318285329,-0.015600662,0.029127166,-0.017372235,17.3782208
For Your Eyes Only,-0.320349722,-0.418807081,-0.210621479,-0.307188924,-0.034860604,-0.035460597,-0.032455853,1.957615071
Halloween II,3.623744767,2.325789922,0.620879471,1.875104204,-0.037534806,0.023960145,-0.017439422,10.2135272
Taps,-0.278146896,-0.418807081,0.620879471,-0.155538045,-0.03551493,-0.027793404,-0.031884758,2.561146643
Reds,-0.332102407,-0.418807081,0.620879471,-0.161702715,-0.040749538,-0.042461077,-0.034538669,1.261958094
The Fox and the Hound,-0.263723145,-0.127165229,0.620879471,-0.161702715,-0.033523504,-0.005041844,-0.030070693,5.288082333
Chariots of Fire,-0.332102407,-0.418807081,-0.210621479,-0.114851224,-0.025813837,0.000208516,-0.025636311,10.78242891
Absence of Malice,-0.278146896,-0.418807081,0.620879471,0.086117013,-0.032357096,-0.020876263,-0.026845688,3.39308025
Tarzan the Ape Man,-0.309665462,0.446360944,0.620879471,-0.36513682,-0.036510644,-0.002208316,-0.027853502,5.625427692
Victory,-0.278146896,-0.418807081,-0.210621479,-0.307188924,-0.033466606,-0.040044244,-0.036923829,1.0853418
Arthur,-0.2824206,-0.418807081,0.620879471,0.086117013,-0.036112358,0.064546262,0.006378585,13.63738314
History of the World: Part I,-0.2824206,2.325789922,0.620879471,0.086117013,-0.038985703,-0.039294193,-0.034706638,2.879355182
The Howling,3.623744767,2.325789922,0.620879471,-0.194991932,-0.02680955,0.100798748,-0.024561309,17.985893
Dragonslayer,-0.320349722,-0.418807081,-0.210621479,-0.307188924,-0.031332934,-0.042627755,-0.034673044,0.783889611
Cutter's Way,-0.351868288,2.325789922,0.620879471,0.086117013,-0.041204721,-0.044294536,-0.037494924,0.584211333
Quest for Fire,-0.309665462,2.325789922,0.10786627,-0.161702715,-0.038075336,-0.035127241,-0.033866793,1.6770092
The Final Conflict,3.623744767,2.325789922,-0.210621479,-0.333080537,-0.033495055,-0.024793199,-0.032287884,4.0942764
Mommie Dearest,-0.332102407,2.325789922,0.620879471,-0.307188924,-0.031332934,-0.017376023,-0.026644125,3.8064522
Private Lessons,-0.2824206,2.325789922,0.620879471,-0.272666772,-0.016141192,0.006708962,-0.007898782,9.385357143
The Postman Always Rings Twice,-0.351868288,2.325789922,-0.58060126,-0.194991932,-0.039924518,-0.037960768,-0.037226173,1.031385417
Deadly Blessing,3.623744767,2.325789922,0.620879471,-0.333080537,-0.023936206,-0.021542976,-0.025065216,3.3116168
Eyewitness,-0.351868288,2.325789922,0.620879471,-0.313353593,-0.033495055,-0.042877772,-0.037394142,0.752941176
Outland,-0.320349722,2.325789922,-0.210621479,-0.194991932,-0.033466606,-0.043794502,-0.035176951,1.085912188
S.O.B.,-0.2824206,2.325789922,0.620879471,-0.245542225,-0.03932709,-0.038960837,-0.035613671,1.238923833
The Beyond,3.623744767,2.325789922,-0.435660727,-0.155538045,-0.041972843,-0.04654469,-0.038401957,0.3096075
One from the Heart,-0.278146896,2.325789922,0.620879471,1.875104204,-0.040920232,-0.048961523,-0.033799605,0.024492154
True Confessions,-0.351868288,2.325789922,0.620879471,7.213708296,-0.033409708,-0.038377463,-0.036117578,1.2850276
Nighthawks,-0.320349722,2.325789922,0.620879471,-0.245542225,-0.031019995,-0.015959259,-0.024796466,3.9810718
Neighbors,-0.2824206,2.325789922,0.620879471,-0.333080537,-0.032357096,-0.019792856,-0.026039436,3.519553765
Wolfen,3.623744767,2.325789922,0.620879471,7.213708296,-0.036112358,-0.044877909,-0.037326955,0.625101471
Prince of the City,-0.351868288,2.325789922,0.620879471,-0.116084158,-0.036112358,-0.04129433,-0.035748046,0.944681047
Eyes of a Stranger,3.623744767,2.325789922,0.620879471,-0.313353593,-0.015600662,0.029127166,-0.034605857,1.3982925
Under the Rainbow,-0.2824206,-0.418807081,0.620879471,-0.360205084,-0.040180559,-0.04129433,-0.036117578,0.9413245
Carbon Copy,-0.2824206,-0.418807081,0.620879471,-0.333080537,-0.038331377,-0.023626452,-0.030641788,1.594432167
Modern Problems,-0.2824206,-0.418807081,0.620879471,-0.255405697,-0.033495055,-0.021876332,-0.02845819,3.269276375
Pennies from Heaven,-0.278146896,2.325789922,0.620879471,1.875104204,-0.036510644,-0.047544759,-0.025434748,0.416876773
The Legend of the Lone Ranger,-0.320349722,-0.418807081,0.620879471,-0.255405697,-0.040863334,-0.037210717,-0.037091798,0.700991389
Sphinx,-0.309665462,-0.418807081,-0.210621479,-0.272666772,-0.036112358,-0.047211403,-0.039006645,0.144483643
Zoot Suit,-0.278146896,2.325789922,0.620879471,-0.155538045,-0.031019995,-0.009292135,-0.023385526,1.205956296
Buddy Buddy,-0.2824206,2.325789922,0.620879471,1.875104204,-0.040777987,-0.037710751,-0.036991017,0.7258543
Bustin' Loose,-0.2824206,2.325789922,0.620879471,-0.318285329,-0.031019995,-0.025459911,-0.029902724,2.841933545
Heartbeeps,-0.2824206,-0.418807081,0.620879471,2.121690998,-0.031019995,-0.045294605,-0.038233987,0.179558
Take This Job and Shove It,-0.2824206,-0.418807081,0.620879471,-0.212253008,-0.035031298,-0.007291998,-0.022579275,5.019722
Whose Life Is It Anyway?,-0.2824206,2.325789922,0.620879471,-0.161702715,-0.036510644,-0.043877841,-0.030003505,0.631241923
Inchon,-0.278146896,-0.418807081,-0.058052498,-0.483498481,-0.042541822,-0.048211471,-0.039073833,0.113064913
All Night Long,-0.2824206,2.325789922,0.620879471,-0.29362665,-0.031019995,-0.035127241,-0.038368363,0.318163929
The Pursuit of D.B. Cooper,-0.309665462,-0.418807081,0.620879471,-0.333080537,-0.041147823,-0.04654469,-0.033564449,0.308502333
Rollover,-0.278146896,2.325789922,0.620879471,-0.360205084,-0.027207836,-0.043461145,-0.028055065,0.678203813
Honky Tonk Freeway,-0.320349722,-0.418807081,0.620879471,-0.272666772,-0.040578844,-0.048461488,-0.035109764,0.083530917
King of the Mountain,-0.320349722,-0.418807081,0.620879471,-0.29362665,-0.041147823,-0.041627686,-0.036419922,0.8955735
Fast Times at Ridgemont High,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.031019995,-0.02554325,-0.009108159,6.02064
Blade Runner,-0.320349722,2.325789922,0.620879471,0.099679287,-0.033466606,-0.035710614,-0.03225429,1.488459929
The Thing,3.623744767,2.325789922,0.620879471,0.099679287,-0.031019995,-0.03954421,-0.02916366,1.308803533
Conan the Barbarian,-0.320349722,2.325789922,0.620879471,0.086117013,-0.031019995,-0.037127378,-0.034202731,3.44257375
E.T. the Extra-Terrestrial,0.651917916,-0.418807081,0.620879471,0.336402609,-0.031019995,0.165053155,-0.010855037,75.51529086
First Blood,-0.320349722,2.325789922,0.620879471,0.146530778,-0.019099883,0.001375263,-0.029902724,8.347526933
An Officer and a Gentleman,-0.278146896,2.325789922,0.620879471,-0.156770979,-0.033466606,0.027793741,-0.029398817,17.30607387
Grease 2,-0.2824206,-0.418807081,0.620879471,-0.439112858,-0.031332934,-0.036794022,-0.035580077,1.149354242
Annie,-0.2824206,-0.418807081,0.620879471,-0.194991932,-0.032357096,-0.039627549,-0.036923829,1.14127722
Poltergeist,3.623744767,-0.418807081,0.620879471,-0.161702715,-0.036510644,0.010959253,-0.031212882,7.209568972
48 Hrs.,-0.320349722,2.325789922,0.620879471,0.086117013,-0.031332934,0.005625554,-0.034773826,6.572375667
Star Trek II: The Wrath of Khan,-0.320349722,-0.418807081,0.620879471,0.146530778,-0.031332934,-0.020709585,-0.027853502,7.045800268
Sophie's Choice,-0.278146896,2.325789922,-0.210621479,0.126803834,-0.038843458,-0.028293439,-0.028055065,2.503
Gandhi,-0.332102407,-0.418807081,-0.210621479,0.239000825,-0.036027012,-0.041461008,-0.036352734,2.398540409
Tootsie,-0.2824206,-0.418807081,0.620879471,-0.031011714,-0.032357096,0.021209956,-0.026845688,8.438095238
Tron,-0.320349722,-0.418807081,0.620879471,-0.155538045,-0.039526233,-0.032960425,-0.032926166,1.941207353
The Secret of NIMH,-0.263723145,-0.127165229,0.620879471,0.126803834,-0.03688048,-0.031627001,-0.033026948,2.095104714
The King of Comedy,-0.2824206,-0.418807081,0.620879471,0.336402609,-0.041716803,-0.048044793,-0.033060542,0.1268121
Rocky III,-0.278146896,-0.418807081,0.620879471,-0.155538045,-0.033409708,-0.005208522,-0.021235522,7.356040353
The Beastmaster,-0.320349722,-0.418807081,0.620879471,-0.27513264,-0.037847745,-0.031627001,-0.033362886,1.757066
Creepshow,-0.2824206,2.325789922,0.620879471,0.086117013,-0.037079623,-0.023959808,-0.033900387,2.628594375
The Man from Snowy River,-0.309665462,-0.418807081,0.002975095,-0.161702715,-0.026069877,4.18E-05,-0.02960038,5.902692286
Pink Floyd: The Wall,-0.278146896,2.325789922,-0.210621479,0.239000825,-0.036254603,-0.033627138,-0.035949609,1.85548025
Cat People,-0.342252454,2.325789922,0.620879471,-0.27513264,-0.040038314,-0.045877978,-0.036083984,0.388888889
Fanny and Alexander,-0.278146896,2.325789922,-0.302162868,0.099679287,-0.039640029,-0.039710888,-0.035647265,1.1326285
Friday the 13th Part III,3.623744767,2.325789922,0.620879471,-0.196224866,-0.031332934,0.058879206,-0.017372235,15.95220304
Firefox,-0.320349722,-0.418807081,0.620879471,-0.313353593,-0.03551493,-0.038044107,-0.027987877,2.594904222
Halloween III: Season of the Witch,3.623744767,2.325789922,0.620879471,-0.212253008,-0.037534806,-0.014709174,-0.029096473,5.76
The Dark Crystal,-0.309665462,-0.418807081,-0.210621479,-0.114851224,-0.038843458,-0.038044107,-0.033833199,2.775362067
The Verdict,-0.278146896,2.325789922,0.620879471,0.146530778,-0.033495055,-0.021042941,-0.035748046,3.374608625
Pieces,3.623744767,-0.558023904,0.043024453,-0.318285329,-0.023594818,0.007292335,-0.016700359,6.77437
The World According to Garp,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.037876194,-0.034460528,-0.034269919,1.747774824
Diner,-0.2824206,2.325789922,0.620879471,-0.134578168,-0.036510644,-0.036544004,-0.03030585,2.8199906
The Best Little Whorehouse in Texas,-0.2824206,2.325789922,0.620879471,-0.313353593,-0.031019995,-0.03254373,-0.018749581,1.991475343
The Year of Living Dangerously,-0.278146896,-0.418807081,0.002975095,-0.134578168,-0.036510644,-0.042544416,-0.026644125,0.790659615
The Last Unicorn,-0.263723145,-0.127165229,-0.210621479,-0.031011714,-0.037620153,-0.033793816,-0.033262104,1.84438
The Entity,-0.278146896,2.325789922,0.620879471,-0.307188924,-0.034007136,-0.036794022,-0.036688672,1.475284222
Airplane II: the Sequel,-0.2824206,-0.418807081,0.620879471,-0.27513264,-0.031332934,-0.036794022,-0.033362886,1.8100356
The Toy,-0.2824206,-0.418807081,0.620879471,-0.310887725,-0.032357096,-0.037710751,-0.029096473,2.771650412
The House on Sorority Row,3.623744767,2.325789922,0.620879471,-0.313353593,0.028125382,0.158802726,-0.00514409,24.95290824
Evil Under the Sun,-0.351868288,-0.418807081,-0.210621479,-0.134578168,-0.040578844,-0.044044519,-0.037394142,0.611067
Death Wish II,-0.320349722,2.325789922,0.620879471,-0.313353593,-0.037335663,0.017959733,-0.030977726,8.05
Silent Rage,-0.320349722,2.325789922,0.620879471,-0.29362665,-0.032357096,-0.029710202,-0.031616008,2.331286889
Megaforce,-0.320349722,-0.418807081,-0.317419766,-0.432948189,-0.029967384,-0.046794707,-0.033060542,0.28377995
Personal Best,-0.278146896,2.325789922,0.620879471,7.213708296,-0.031788117,-0.040210923,-0.036991017,0.354519438
Dead Men Don't Wear Plaid,-0.2824206,-0.418807081,0.620879471,0.086117013,-0.040920232,-0.032293713,-0.034169137,2.021796667
Amityville II: The Possession,3.623744767,2.325789922,4.866111385,-0.29362665,-0.037534806,-0.014709174,-0.031011319,2.5069634
Missing,-0.332102407,-0.418807081,0.620879471,0.146530778,-0.023936206,-0.036877361,-0.034673044,1.473684211
Cannery Row,-0.2824206,-0.418807081,0.620879471,-0.307188924,-0.04151766,-0.045211265,-0.033127729,0.469162743
Tempest,-0.2824206,-0.418807081,0.620879471,1.875104204,-0.032357096,-0.039460871,-0.034437888,0.385018846
Still of the Night,-0.351868288,-0.418807081,0.620879471,-0.318285329,-0.032982973,-0.045044587,-0.036890235,0.5979947
Parasite,3.623744767,2.325789922,0.620879471,-0.463771538,-0.02680955,-0.049128201,-0.039443364,0.0028375
Honkytonk Man,-0.2824206,-0.418807081,0.620879471,-0.194991932,-0.033466606,-0.030460254,-0.027987877,2.2424955
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",-0.2824206,-0.418807081,0.620879471,-0.114851224,-0.040038314,-0.040877635,-0.035210545,0.989362353
The Final Option,-0.320349722,2.325789922,-0.693120884,-0.245542225,-0.041603007,-0.045461283,-0.037965237,0.444478833
Trail of the Pink Panther,-0.2824206,-0.418807081,-0.210621479,-0.212253008,-0.032982973,-0.038960837,-0.035613671,1.5093455
The Border,-0.351868288,2.325789922,0.620879471,-0.245542225,-0.04205819,-0.046794707,-0.038133206,0.278121955
Best Friends,-0.2824206,-0.418807081,0.620879471,-0.29362665,-0.035145094,-0.036627343,-0.030641788,2.454746867
Shoot the Moon,-0.278146896,2.325789922,0.620879471,0.086117013,-0.036510644,-0.043377806,-0.035949609,0.7681275
Lookin' to Get Out,-0.2824206,2.325789922,0.620879471,-0.255405697,-0.042428026,-0.048628166,-0.039208208,0.055674176
Barbarosa,-0.423987041,-0.418807081,0.620879471,-0.245542225,-0.038843458,-0.047794776,-0.036419922,0.157829364
The Soldier,-0.320349722,2.325789922,0.620879471,-0.356506282,-0.038359826,-0.03954421,-0.035580077,1.582204
Wrong Is Right,-0.2824206,2.325789922,0.620879471,-0.196224866,-0.032357096,-0.046127995,-0.038670707,0.3583513
Jekyll and Hyde... Together Again,-0.370031529,2.325789922,0.620879471,-0.27513264,-0.031332934,-0.042794433,-0.037528518,0.7584376
Forced Vengeance,-0.320349722,2.325789922,0.620879471,-0.333080537,-0.036510644,-0.038044107,-0.034975388,1.3320666
Night Crossing,-0.278146896,-0.418807081,-0.210621479,1.875104204,-0.039526233,-0.042461077,-0.03675586,0.8
Things Are Tough All Over,-0.320349722,2.325789922,0.620879471,-0.313353593,-0.034263176,-0.023959808,-0.029298035,3.019196286
Jinxed!,-0.2824206,2.325789922,0.620879471,-0.282530244,-0.042257333,-0.047378081,-0.038737895,0.21415209
Five Days One Summer,-0.278146896,-0.418807081,0.620879471,-0.318285329,-0.042826312,-0.049044862,-0.039409771,0.013271867
Partners,-0.2824206,2.325789922,0.620879471,-0.356506282,-0.031332934,-0.037710751,-0.03605039,1.010483
"Yes, Giorgio",-0.2824206,-0.418807081,0.620879471,-0.463771538,-0.036510644,-0.048128132,-0.039006645,0.119975947
Scarface,-0.351868288,2.325789922,0.620879471,0.555864856,-0.031019995,0.025376909,-0.033698824,2.63538812
The Outsiders,-0.351868288,-0.418807081,0.620879471,-0.134578168,-0.040920232,-0.027710065,-0.033799605,2.5697647
Star Wars: Episode VI - Return of the Jedi,-0.320349722,-0.418807081,0.620879471,0.555864856,-0.017364497,0.033794153,-0.01035113,14.6186516
Risky Business,-0.2824206,2.325789922,0.620879471,-0.155538045,-0.031788117,-0.002124977,-0.005009715,10.24867371
National Lampoon's Vacation,-0.309665462,2.325789922,0.620879471,-0.031011714,-0.032897627,0.013542764,-0.030876944,4.093303467
Trading Places,-0.2824206,2.325789922,0.620879471,-0.116084158,-0.035031298,0.001125246,-0.031078507,6.026986667
Superman III,-0.320349722,-0.418807081,-0.294534419,-0.212253008,-0.037819296,-0.035293919,-0.035244139,1.537195462
The Big Chill,-0.2824206,2.325789922,0.620879471,-0.114851224,-0.032357096,0.033794153,-0.03269101,7.049957375
Staying Alive,-0.278146896,-0.418807081,0.620879471,-0.282530244,-0.031332934,-0.024543181,-0.021235522,2.949666818
Jaws 3-D,-0.309665462,-0.418807081,0.620879471,-0.432948189,-0.031019995,-0.028960151,-0.025031622,4.292051463
Christine,3.623744767,2.325789922,0.620879471,-0.307188924,-0.032357096,-0.023959808,-0.02916366,2.166788557
Flashdance,-0.278146896,2.325789922,0.620879471,-0.27513264,-0.031332934,0.14446841,-0.012098007,23.23030075
WarGames,-0.320349722,-0.418807081,0.620879471,-0.134578168,-0.032982973,-0.016459294,-0.030003505,6.630638917
The Right Stuff,-0.309665462,-0.418807081,0.620879471,0.336402609,-0.033466606,-0.042627755,-0.035008982,0.784900556
Krull,-0.320349722,-0.418807081,-0.210621479,-0.318285329,-0.032357096,-0.027960082,-0.037394142,0.359928021
The Dead Zone,-0.278146896,2.325789922,0.620879471,-0.114851224,-0.037534806,0.011875983,-0.036117578,2.0766616
Octopussy,-0.320349722,-0.418807081,-0.210621479,1.875104204,-0.032982973,-0.028543456,-0.032455853,2.468858873
Private School,-0.2824206,2.325789922,0.620879471,-0.356506282,-0.03144673,0.006708962,-0.025972249,4.014154286
Valley Girl,-0.2824206,2.325789922,0.620879471,-0.245542225,-0.0118454,0.363816786,-0.008469877,49.55313143
Rumble Fish,-0.351868288,2.325789922,0.620879471,-0.114851224,-0.040920232,-0.047044725,-0.033799605,0.249448
Videodrome,3.623744767,2.325789922,0.10786627,-0.114851224,-0.041830598,-0.045961317,-0.036117578,0.356256552
Terms of Endearment,-0.2824206,-0.418807081,0.620879471,-0.031011714,-0.031332934,0.06379621,-0.023116775,13.55296863
Twilight Zone: The Movie,3.623744767,-0.418807081,0.620879471,1.875104204,-0.033239014,-0.032293713,-0.030070693,2.9450919
Never Say Never Again,-0.320349722,-0.418807081,-0.210621479,-0.27513264,-0.038473622,-0.036293987,-0.002187835,1.539801139
A Christmas Story,-0.2824206,-0.418807081,0.620879471,-0.095124281,-0.036510644,-0.023043078,-0.013979261,6.258702121
Cujo,3.623744767,2.325789922,0.620879471,-0.318285329,-0.030820853,-0.023959808,-0.030003505,4.2312304
Sudden Impact,-0.320349722,2.325789922,0.620879471,-0.194991932,-0.035145094,-0.031210305,-0.027987877,3.074667864
Blue Thunder,-0.320349722,2.325789922,0.620879471,-0.245542225,-0.032357096,-0.027960082,-0.030003505,1.923334273
Breathless,-0.320349722,2.325789922,0.620879471,-0.320751197,-0.035315788,-0.027043353,-0.031481633,2.654666933
Psycho II,-0.351868288,2.325789922,0.620879471,1.875104204,-0.031019995,-0.021042941,-0.025602717,6.945
Silkwood,-0.332102407,2.325789922,0.620879471,-0.114851224,-0.038701213,-0.027043353,-0.031212882,3.5615609
All the Right Moves,-0.278146896,2.325789922,0.620879471,-0.320751197,-0.034092483,0.014376154,-0.034068356,3.077351071
The Keep,-0.278146896,2.325789922,-0.210621479,-0.196224866,-0.031332934,-0.045961317,-0.0343707,0.383508545
Yentl,-0.278146896,-0.418807081,-0.210621479,-0.194991932,-0.033324361,-0.021209619,-0.031817571,3.351574917
Fire and Ice,-0.263723145,-0.418807081,0.620879471,-0.194991932,-0.041062477,-0.043877841,-0.037595705,0.634069167
Yellowbeard,-0.320349722,-0.418807081,-0.210621479,-0.313353593,-0.04097713,-0.039460871,-0.037226173,0.661538462
The Meaning of Life,-0.2824206,2.325789922,-0.210621479,-0.116084158,-0.038132234,-0.039460871,-0.03648711,1.661077444
Deathstalker,-0.320349722,2.325789922,0.620879471,-0.240610489,0.031340113,0.168220038,0.048169278,26.08150985
Porky's II: The Next Day,-0.2824206,2.325789922,0.10786627,-0.212253008,0.027869341,-0.005875234,-0.013979261,5.193733231
Something Wicked This Way Comes,-0.342252454,-0.418807081,0.620879471,-0.155538045,-0.039526233,-0.046711368,-0.037965237,0.442105263
Star 80,-0.332102407,2.325789922,0.620879471,-0.307188924,-0.033466606,-0.044627892,-0.037629299,0.539415833
Gorky Park,-0.351868288,2.325789922,0.620879471,-0.307188924,-0.039839171,-0.040294262,-0.033564449,1.057068533
Lone Wolf McQuade,-0.320349722,-0.418807081,0.620879471,7.213708296,-0.035884767,-0.028710134,-0.031212882,2.4465256
Losin' It,-0.2824206,2.325789922,0.10786627,-0.357739216,-0.04234268,-0.047628098,-0.029667567,0.178020143
Screwballs,-0.2824206,2.325789922,0.10786627,-0.282530244,-0.025529347,-0.027460048,-0.030708975,2.60276875
Brainstorm,-0.370031529,-0.418807081,0.620879471,-0.245542225,-0.040920232,-0.002124977,-0.037158986,0.681297333
Angel,-0.320349722,2.325789922,0.620879471,-0.196224866,-0.02626902,-0.000541535,-0.019858176,5.829521333
10 to Midnight,-0.351868288,2.325789922,0.620879471,7.213708296,-0.029113916,-0.035877292,-0.034236325,1.587520354
Uncommon Valor,-0.320349722,2.325789922,0.620879471,-0.245542225,-0.031332934,-0.036627343,-0.029902724,2.103665586
Mortuary,3.623744767,2.325789922,0.620879471,-0.272666772,0.006305033,0.094881676,0.01860673,17.276004
Sahara,-0.309665462,-0.418807081,-0.210621479,-0.212253008,-0.042684067,-0.048628166,-0.039241802,0.05611848
Two of a Kind,-0.2824206,-0.418807081,0.620879471,-0.282530244,-0.033495055,-0.038210785,-0.035042576,1.689068
Chained Heat,-0.320349722,2.325789922,0.620879471,-0.212253008,-0.028857875,-0.008125389,-0.022915213,4.9199864
Spacehunter: Adventures in the Forbidden Zone,-0.320349722,-0.418807081,0.620879471,-0.29362665,-0.032357096,-0.039627549,-0.037360549,1.144323958
